"lang"
{
"Language"	"korean"
"Tokens"
{
"DOTA_BroadcasterToasts_HeroAbilityMovie_Title"	"<hc>{s:hero_name}:</hc> <ac>{s:ability_name}</ac>"
"[english]DOTA_BroadcasterToasts_HeroAbilityMovie_Title"	"<hc>{s:hero_name}:</hc> <ac>{s:ability_name}</ac>"
"DOTA_BroadcasterToasts_ItemMovie_Title"	"<ic>{s:item_name}</ic>"
"[english]DOTA_BroadcasterToasts_ItemMovie_Title"	"<ic>{s:item_name}</ic>"
"DOTA_BroadcastFact_Stat_item_hero_win_percent"	"<hc>{s:hero_name}</hc>|을|를| 플레이한 선수가 <ic>{s:item_name}</ic>|을|를| 구매했을 때 승률은 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_item_hero_win_percent"	"<hc>{s:hero_name}</hc> players have won <nc>{s:percent}%</nc> of their games when purchasing <ic>{s:item_name}</ic>."
"DOTA_BroadcastFact_Stat_item_hero_pick_percent"	"<hc>{s:hero_name}</hc>|을|를| 플레이한 선수는 출전한 경기 <nc>{s:percent}%</nc>에서 <ic>{s:item_name}</ic>|을|를| 구매했습니다."
"[english]DOTA_BroadcastFact_Stat_item_hero_pick_percent"	"<hc>{s:hero_name}</hc> players have purchased <ic>{s:item_name}</ic> in <nc>{s:percent}%</nc> of their games."
"DOTA_BroadcastFact_Stat_item_player_win_percent"	"<pc>{s:player_name}</pc> 선수가 <ic>{s:item_name}</ic>|을|를| 획득했을 때 승률은 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_item_player_win_percent"	"<pc>{s:player_name}</pc> has a <nc>{s:percent}%</nc> win rate with <ic>{s:item_name}</ic>."
"DOTA_BroadcastFact_Stat_item_player_pick_percent"	"<pc>{s:player_name}</pc> 선수는 경기 <nc>{s:percent}%</nc>에서 <ic>{s:item_name}</ic>|을|를| 구매했습니다."
"[english]DOTA_BroadcastFact_Stat_item_player_pick_percent"	"<pc>{s:player_name}</pc> has purchased <ic>{s:item_name}</ic> in <nc>{s:percent}%</nc> of his games."
"DOTA_BroadcastFact_Stat_hero_player_win_rate"	"<pc>{s:player_name}</pc> 선수는 <hc>{s:hero_name}</hc>|을|를| 선택했을 때 경기 <nc>{s:percent}%</nc>에서 승리했습니다."
"[english]DOTA_BroadcastFact_Stat_hero_player_win_rate"	"<pc>{s:player_name}</pc> has won <nc>{s:percent}%</nc> of his games when picking <hc>{s:hero_name}</hc>."
"DOTA_BroadcastFact_Stat_hero_player_pick_rate"	"<pc>{s:player_name}</pc> 선수는 경기 <nc>{s:percent}%</nc>에서 <hc>{s:hero_name}</hc>|을|를| 선택했습니다."
"[english]DOTA_BroadcastFact_Stat_hero_player_pick_rate"	"<pc>{s:player_name}</pc> has picked <hc>{s:hero_name}</hc> in <nc>{s:percent}%</nc> of his games."
"DOTA_BroadcastFact_Stat_item_pick_rate"	"<ic>{s:item_name}</ic>|을|를| 구매한 경기 비율은 전체 경기의 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_item_pick_rate"	"<ic>{s:item_name}</ic> has been purchased in <nc>{s:percent}%</nc> of all games."
"DOTA_BroadcastFact_Stat_item_win_rate"	"<ic>{s:item_name}</ic>|을|를| 구매한 선수의 승률은 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_item_win_rate"	"Players have won <nc>{s:percent}%</nc> of their games in which they purchased <ic>{s:item_name}</ic>."
"DOTA_BroadcastFact_Stat_hero_pick_rate"	"<hc>{s:hero_name}</hc>|을|를| 선택한 비율은 전체 경기의 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_hero_pick_rate"	"<hc>{s:hero_name}</hc> has been picked in <nc>{s:percent}%</nc> of all games."
"DOTA_BroadcastFact_Stat_hero_win_rate"	"<hc>{s:hero_name}</hc>의 전체 경기 승률은 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_hero_win_rate"	"<hc>{s:hero_name}</hc> has a <nc>{s:percent}%</nc> win rate across all games."
"DOTA_BroadcastFact_Stat_league_item_hero_win_percent"	"<hc>{s:hero_name}</hc>|을|를| 플레이한 선수가 <ic>{s:item_name}</ic>|을|를| 구매했을 때 <ec>{s:event_name}</ec>의 경기 <nc>{s:percent}%</nc>에서 승리를 거뒀습니다."
"[english]DOTA_BroadcastFact_Stat_league_item_hero_win_percent"	"<hc>{s:hero_name}</hc> players have won <nc>{s:percent}%</nc> of their games at <ec>{s:event_name}</ec> when purchasing <ic>{s:item_name}</ic>."
"DOTA_BroadcastFact_Stat_league_item_hero_pick_percent"	"<hc>{s:hero_name}</hc>|을|를| 플레이한 선수는 출전한 <ec>{s:event_name}</ec>의 경기 <nc>{s:percent}%</nc>에서 <ic>{s:item_name}</ic>|을|를| 구매했습니다."
"[english]DOTA_BroadcastFact_Stat_league_item_hero_pick_percent"	"<hc>{s:hero_name}</hc> players have purchased <ic>{s:item_name}</ic> in <nc>{s:percent}%</nc> of their games at <ec>{s:event_name}</ec>."
"DOTA_BroadcastFact_Stat_league_item_player_win_percent"	"<pc>{s:player_name}</pc> 선수가 <ec>{s:event_name}</ec>에서 <ic>{s:item_name}</ic>|을|를| 획득했을 때 승률은 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_league_item_player_win_percent"	"<pc>{s:player_name}</pc> has a <nc>{s:percent}%</nc> win rate with  <ic>{s:item_name}</ic> at <ec>{s:event_name}</ec>."
"DOTA_BroadcastFact_Stat_league_item_player_pick_percent"	"<pc>{s:player_name}</pc> 선수는 <ec>{s:event_name}</ec>의 경기 <nc>{s:percent}%</nc>에서 <ic>{s:item_name}</ic>|을|를| 구매했습니다."
"[english]DOTA_BroadcastFact_Stat_league_item_player_pick_percent"	"<pc>{s:player_name}</pc> has purchased <ic>{s:item_name}</ic> in <nc>{s:percent}%</nc> of his games at <ec>{s:event_name}</ec>."
"DOTA_BroadcastFact_Stat_league_hero_player_win_rate"	"<pc>{s:player_name}</pc> 선수는 <hc>{s:hero_name}</hc>|을|를| 선택하고 <ec>{s:event_name}</ec>에서 승률 <nc>{s:percent}%</nc>를 기록했습니다."
"[english]DOTA_BroadcastFact_Stat_league_hero_player_win_rate"	"<pc>{s:player_name}</pc> has picked <hc>{s:hero_name}</hc> with a <nc>{s:percent}%</nc> win rate at <ec>{s:event_name}</ec>."
"DOTA_BroadcastFact_Stat_league_hero_player_pick_rate"	"<pc>{s:player_name}</pc> 선수는 <ec>{s:event_name}</ec>의 경기 <nc>{s:percent}%</nc>에서 <hc>{s:hero_name}</hc>|을|를| 선택했습니다."
"[english]DOTA_BroadcastFact_Stat_league_hero_player_pick_rate"	"<pc>{s:player_name}</pc> has picked <hc>{s:hero_name}</hc> in <nc>{s:percent}%</nc> of his games at <ec>{s:event_name}</ec>."
"DOTA_BroadcastFact_Stat_league_item_pick_rate"	"<ic>{s:item_name}</ic>|을|를| 구매한 비율은 <ec>{s:event_name}</ec> 경기 전체의 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_league_item_pick_rate"	"<ic>{s:item_name}</ic> has been purchased in <nc>{s:percent}%</nc> of all games at <ec>{s:event_name}</ec>."
"DOTA_BroadcastFact_Stat_league_item_win_rate"	"{s:event_name}에서 <ic>{s:item_name}</ic>|을|를| 획득했을 때 승률은 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_league_item_win_rate"	"<ic>{s:item_name}</ic> has a <nc>{s:percent}%</nc> win rate at {s:event_name}."
"DOTA_BroadcastFact_Stat_league_hero_pick_rate"	"<nc>{s:percent}%</nc>에서 <hc>{s:hero_name}</hc>|을|를| 선택한 경기 수는 <ec>{s:event_name}</ec>입니다."
"[english]DOTA_BroadcastFact_Stat_league_hero_pick_rate"	"<hc>{s:hero_name}</hc> has been picked in <nc>{s:percent}%</nc> of games at <ec>{s:event_name}</ec>."
"DOTA_BroadcastFact_Stat_league_hero_win_rate"	"<ec>{s:event_name}</ec>에서 <hc>{s:hero_name}</hc> 승률은 <nc>{s:percent}%</nc>입니다."
"[english]DOTA_BroadcastFact_Stat_league_hero_win_rate"	"<hc>{s:hero_name}</hc> has a <nc>{s:percent}%</nc> win rate at <ec>{s:event_name}</ec>."
"DOTA_BroadcastFact_Stat_league_full_set_win_rate"	"<pc>{s:player_name}</pc> 선수는 <ec>{s:event_name}</ec>에서 <hc>{s:hero_name}</hc>|을|를| 플레이하며 <ic>{s:item_name}</ic>|을|를| 구매하고 출전한 경기의 <nc>{s:percent}%</nc>를 승리했습니다."
