"lang"
{
"Language"	"korean"
"Tokens"
{
"addon_game_name"	"지하동굴"
"[english]addon_game_name"	"The Underhollow"
"cavern_game_info_header_how_to_play"	"플레이 방법:"
"[english]cavern_game_info_header_how_to_play"	"HOW TO PLAY:"
"cavern_game_info_brief_description"	"최후의 한 팀으로 남을 때까지 치열한 전투를 벌이세요! 공간들을 소탕해 나가면서 보물을 찾고 힘을 키운 다음 그 힘으로 상대를 물리치세요. 게임에서 승리하건, 희귀하고 값진 치즈를 찾거나, 상대 플레이어를 제거하면 전투 점수를 획득합니다."
"[english]cavern_game_info_brief_description"	"Battle to be the last team standing! Clear rooms to find treasures and build up your power—then use that power to destroy your opponents. Win the game, find rare and valuable cheeses, or eliminate opposing players to earn Battle Points."
"cavern_game_info_encounters_header"	"공간 난이도"
"[english]cavern_game_info_encounters_header"	"Room Difficulty"
"cavern_game_info_encounters"	"공간이 지하동굴 중심부에 가까울수록 도전이 더 어려워집니다."
"[english]cavern_game_info_encounters"	"Rooms closer to the center of the Underhollow are more challenging."
"cavern_game_info_roshan_header"	"로샨"
"[english]cavern_game_info_roshan_header"	"Roshan"
"cavern_game_info_tombstone_header"	"묘비"
"[english]cavern_game_info_tombstone_header"	"Tombstones"
"cavern_game_info_tombstone"	"묘비로 팀원을 되살리거나 적을 제거할 수 있습니다."
"[english]cavern_game_info_tombstone"	"Tombstones can be used to revive teammates or eliminate enemies."
"cavern_game_info_special_items"	"특별 아이템"
"[english]cavern_game_info_special_items"	"Special Items"
"cavern_game_info_roshefort_header"	"특별 아이템"
"[english]cavern_game_info_roshefort_header"	"Special Items"
"cavern_game_info_roshefort"	"장애물이나 적을 다이너마이트로 폭파하고 나가거나 탈출 물약으로 투명화 상태가 되어 빠져나가야 합니다."
"[english]cavern_game_info_roshefort"	"Blast through obstacles—or enemies—with Dynamite, or slip away unseen with the Escape Potion."
"DOTA_Underhollow_Defeated"	"팀이 제거되었습니다!"
"[english]DOTA_Underhollow_Defeated"	"Your team was eliminated!"
"DOTA_Underhollow_FinishPosition"	"최종 결과: {s:finish_position}"
"[english]DOTA_Underhollow_FinishPosition"	"You finished in {s:finish_position}"
"DOTA_Underhollow_PlayAgain"	"다시 하기"
"[english]DOTA_Underhollow_PlayAgain"	"PLAY AGAIN"
"DOTA_Underhollow_Disconnect"	"연결 끊기"
"[english]DOTA_Underhollow_Disconnect"	"DISCONNECT"
"DOTA_Underhollow_TotalEarnedPoints"	"총 획득 점수:"
"[english]DOTA_Underhollow_TotalEarnedPoints"	"TOTAL POINTS EARNED:"
"DOTA_Underhollow_PointsAvaiable"	"점수는 종료 시 부여됩니다"
"[english]DOTA_Underhollow_PointsAvaiable"	"POINTS WILL BE AWARDED WHEN GAME FINISHES"
"DOTA_Underhollow_Elimination_RewardAmount"	"30점"
"[english]DOTA_Underhollow_Elimination_RewardAmount"	"30 BP"
"DOTA_Underhollow_SmallCheeses_RewardAmount"	"20점"
"[english]DOTA_Underhollow_SmallCheeses_RewardAmount"	"20 BP"
"DOTA_Underhollow_BigCheeses_RewardAmount"	"300점"
"[english]DOTA_Underhollow_BigCheeses_RewardAmount"	"300 BP"
"DOTA_Underhollow_Points_X"	"{d:num_earned}배"
"[english]DOTA_Underhollow_Points_X"	"{d:num_earned} X "
"DOTA_Tooltip_Ability_item_cavern_bag_of_gold"	"돈주머니"
"[english]DOTA_Tooltip_Ability_item_cavern_bag_of_gold"	"Bag of Gold"
"DOTA_Tooltip_Ability_item_big_cheese_cavern"	"로셰포트 치즈"
"[english]DOTA_Tooltip_Ability_item_big_cheese_cavern"	"Roshefort Cheese"
"DOTA_Tooltip_modifier_item_big_cheese_cavern_effect"	"로셰포트 치즈"
"[english]DOTA_Tooltip_modifier_item_big_cheese_cavern_effect"	"Roshefort Cheese"
"DOTA_Tooltip_Ability_item_health_potion"	"체력 물약"
"[english]DOTA_Tooltip_Ability_item_health_potion"	"Health Potion"
"DOTA_Tooltip_Ability_item_mana_potion"	"마나 물약"
"[english]DOTA_Tooltip_Ability_item_mana_potion"	"Mana Potion"
"DOTA_Tooltip_ability_item_book_of_strength"	"힘의 책"
"[english]DOTA_Tooltip_ability_item_book_of_strength"	"Book of Strength"
"DOTA_Tooltip_ability_item_book_of_strength_Description"	"소모하면 영구적으로 힘을 3 얻습니다."
"[english]DOTA_Tooltip_ability_item_book_of_strength_Description"	"Consume to gain 3 Strength permanently."
"DOTA_Tooltip_ability_item_book_of_agility"	"민첩의 책"
"[english]DOTA_Tooltip_ability_item_book_of_agility"	"Book of Agility"
"DOTA_Tooltip_ability_item_book_of_agility_Description"	"소모하면 영구적으로 민첩을 3 얻습니다."
"[english]DOTA_Tooltip_ability_item_book_of_agility_Description"	"Consume to gain 3 Agility permanently."
"DOTA_Tooltip_ability_item_book_of_intelligence"	"지능의 책"
"[english]DOTA_Tooltip_ability_item_book_of_intelligence"	"Book of Intelligence"
"DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"소모하면 영구적으로 지능을 3 얻습니다."
"[english]DOTA_Tooltip_ability_item_book_of_intelligence_Description"	"Consume to gain 3 Intelligence permanently."
"DOTA_Tooltip_modifier_book_of_strength"	"힘의 책"
"[english]DOTA_Tooltip_modifier_book_of_strength"	"Book of Strength"
"DOTA_Tooltip_modifier_book_of_strength_Description"	"책을 소모하여 얻은 힘"
"[english]DOTA_Tooltip_modifier_book_of_strength_Description"	"Strength gained from consumed Books."
"DOTA_Tooltip_modifier_book_of_agility"	"민첩의 책"
"[english]DOTA_Tooltip_modifier_book_of_agility"	"Book of Agility"
"DOTA_Tooltip_modifier_book_of_agility_Description"	"책을 소모하여 얻은 민첩"
"[english]DOTA_Tooltip_modifier_book_of_agility_Description"	"Agility gained from consumed Books."
"DOTA_Tooltip_modifier_book_of_intelligence"	"지능의 책"
"[english]DOTA_Tooltip_modifier_book_of_intelligence"	"Book of Intelligence"
"DOTA_Tooltip_modifier_book_of_intelligence_Description"	"책을 소모하여 얻은 지능"
"[english]DOTA_Tooltip_modifier_book_of_intelligence_Description"	"Intelligence gained from consumed Books."
"npc_dota_crate"	"궤짝"
"[english]npc_dota_crate"	"Crate"
"npc_treasure_chest"	"보물 상자"
"[english]npc_treasure_chest"	"Treasure Chest"
"npc_dota_cavern_gate_destructible_tier2"	"2차 관문"
"[english]npc_dota_cavern_gate_destructible_tier2"	"Tier 2 Gate"
"npc_dota_cavern_gate_destructible_tier2_anim"	"2차 관문 작동"
"[english]npc_dota_cavern_gate_destructible_tier2_anim"	"Tier 2 Gate Animating"
"npc_dota_cavern_gate_destructible_tier3"	"3차 관문"
"[english]npc_dota_cavern_gate_destructible_tier3"	"Tier 3 Gate"
"npc_dota_cavern_gate_destructible_tier3_anim"	"3차 관문 작동"
"[english]npc_dota_cavern_gate_destructible_tier3_anim"	"Tier 3 Gate Animating"
"npc_dota_creature_troll_berserker"	"트롤"
"[english]npc_dota_creature_troll_berserker"	"Troll"
"npc_dota_creature_troll_camp1"	"트롤 야영지"
"[english]npc_dota_creature_troll_camp1"	"Troll Camp"
"npc_dota_neutral_forest_troll_berserker_cavern"	"트롤"
"[english]npc_dota_neutral_forest_troll_berserker_cavern"	"Troll"
"DOTA_TEAM_CUSTOM_6"	"하늘색"
"[english]DOTA_TEAM_CUSTOM_6"	"Cyan"
"DOTA_TEAM_CUSTOM_7"	"황록색"
"[english]DOTA_TEAM_CUSTOM_7"	"Olive"
"DOTA_TEAM_CUSTOM_8"	"보라색"
"[english]DOTA_TEAM_CUSTOM_8"	"Purple"
"DOTA_Tooltip_ability_beastmaster_statue_boar_poison_movement_speed"	"%이동 둔화:"
"[english]DOTA_Tooltip_ability_beastmaster_statue_boar_poison_movement_speed"	"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_beastmaster_statue_boar_poison_duration"	"지속시간:"
"[english]DOTA_Tooltip_ability_beastmaster_statue_boar_poison_duration"	"DURATION:"
"DOTA_Tooltip_Ability_item_potion_of_cowardice"	"탈출 물약"
"[english]DOTA_Tooltip_Ability_item_potion_of_cowardice"	"Escape Potion"
"DOTA_Tooltip_modifier_potion_of_cowardice_buff"	"탈출 물약"
"[english]DOTA_Tooltip_modifier_potion_of_cowardice_buff"	"Escape Potion"
"DOTA_Tooltip_modifier_potion_of_cowardice_debuff"	"탈출 물약 약화 효과"
"[english]DOTA_Tooltip_modifier_potion_of_cowardice_debuff"	"Escape Potion Debuff"
"Cavern_RoshanSpawned"	"<panel class='CavernRoshanIcon'/>로샨이 나타났습니다!"
"[english]Cavern_RoshanSpawned"	"<panel class='CavernRoshanIcon'/>Roshan has arrived!"
"encounter_combat_spirit_breaker"	"영혼 파괴자"
